"WladimirC3","Tue Jun 30 00:28:34 +0000 2015","RT @DianaEc2: MEMES Chile VS Peru #CopaAmerica #Chile2015 http://t.co/tk8REzQQre"
"VleVallejo","Tue Jun 30 00:28:34 +0000 2015","RT @DianaEc2: MEMES Chile VS Peru #CopaAmerica #Chile2015 http://t.co/tk8REzQQre"
"MauricioCcrs","Tue Jun 30 00:28:34 +0000 2015","RT @DianaEc2: MEMES Chile VS Peru #CopaAmerica #Chile2015 http://t.co/tk8REzQQre"
"PaulinaDu2","Tue Jun 30 00:28:34 +0000 2015","RT @DianaEc2: MEMES Chile VS Peru #CopaAmerica #Chile2015 http://t.co/tk8REzQQre"
"KarlaRUIO","Tue Jun 30 00:28:34 +0000 2015","RT @DianaEc2: MEMES Chile VS Peru #CopaAmerica #Chile2015 http://t.co/tk8REzQQre"
"CrisMat10","Tue Jun 30 00:28:34 +0000 2015","RT @DianaEc2: MEMES Chile VS Peru #CopaAmerica #Chile2015 http://t.co/tk8REzQQre"
"carlos6eec","Tue Jun 30 00:28:34 +0000 2015","RT @DianaEc2: MEMES Chile VS Peru #CopaAmerica #Chile2015 http://t.co/tk8REzQQre"
"MatiRM14","Tue Jun 30 00:28:35 +0000 2015","RT @diepanda13: #CopaAmerica- 
En el Gol de #Chile Vargas tiene medio cuerpo adelantado. Aca la imagen CUENTENLA COMO QUIERAN http://t.co/…"
"YDeathMemories","Tue Jun 30 00:28:36 +0000 2015","es hora de que entre el cholo retamoso. Aun quedan 45 minutos si se puede Peru CARAJO #CopaAmerica  #Peru VAMOS PERu"
"FCO_MarioeIvana","Tue Jun 30 00:28:36 +0000 2015","RT @tromepe: Memes de la primera parte del #PER 0-1 #CHI
#CopaAmerica
http://t.co/Z8CZFpFV2z http://t.co/5iyhlmKb5g"
"conciliumplebis","Tue Jun 30 00:28:36 +0000 2015","RT @diepanda13: #CopaAmerica- 
En el Gol de #Chile Vargas tiene medio cuerpo adelantado. Aca la imagen CUENTENLA COMO QUIERAN http://t.co/…"
"angelic39730611","Tue Jun 30 00:28:37 +0000 2015","#COPAAMERICA #Apoyando #A #Un #EQUIPO #QUE #NO #ES #EL #Mio #CHILE #A #LA #Final?... #ANGELICA #Perez #Con #TVS #SIEMPRE #EL #MEJOR?.."
"batmataque","Tue Jun 30 00:28:37 +0000 2015","RT @Agencia_Andina: En la #CopaAmerica tres de las siete tarjetas rojas han sido a rivales de #Chile segun @CA2015"
"maks_piatek","Tue Jun 30 00:28:38 +0000 2015","No wg trenera Strejlaua to Zambrotta chyba wznowił karierę i do tego zmienił obywatelstwo na peruwiańskie... #CopaAmerica #CHIPER"
"ElPerrins","Tue Jun 30 00:28:40 +0000 2015","#Vamoschile!!!

#CopaAmerica
#Chile2015 https://t.co/jSphGbYZLV"
"Karen_Vlentina","Tue Jun 30 00:28:40 +0000 2015","@FifthHarmony supporting CHILE 🇨🇱 #CHI #CopaAmerica #CopaAmericaChile2015 #FifthHarmony http://t.co/EGLeImtmFh"
"Julitodlcruz","Tue Jun 30 00:28:40 +0000 2015","El arbitro ayudo a chile pero #Zambrano y su tonteria ayudo aun mas a Chile siempre es lo mismo pero bueno #VamosPeru #CopaAmerica #Peru"
"elrodriespinoza","Tue Jun 30 00:28:41 +0000 2015","#peperojas recien va llegando al estadio...#CopaAmerica #ChilevsPeru"
"brendakimberley","Tue Jun 30 00:28:41 +0000 2015","Como siempre Chile tiene que ganar con ayuda. Aun se puede #sisepuede #VamosPeru ❤️ #CopaAmericaChile2015 #ChilevsPeru #CopaAmerica 🔴⚪️🔴"
"rausand88","Tue Jun 30 00:28:41 +0000 2015","RT @CA2015: En esta #CopaAmerica tres de las siete tarjetas rojas han sido a rivales de #Chile. Via @OptaJavier 
http://t.co/odwZKGSCfk"
"atcdiegueins","Tue Jun 30 00:28:41 +0000 2015","RT @FUTERchistes: #CopaAmerica

Se viene #Chile VS #Peru [via @paulchimbof] http://t.co/vEji0BTYlL"
"pedro_rapero17","Tue Jun 30 00:28:42 +0000 2015","RT @MADbien: #CopaAmerica 
#chile2015 http://t.co/IWzCRojY70"
"romina112601","Tue Jun 30 00:28:42 +0000 2015","RT @ChrisSmalling: Vamos Peru! #ChilevsPeru #CopaAmerica http://t.co/MTzuPdrUE0"
"PlusRating","Tue Jun 30 00:28:43 +0000 2015","#Rating 21:20
#CopaAmerica #CHI #PER 20.7 #EsperanzaMia 11.4 #EscapePerfecto 8.0 #GH2015 El debate 5.8 #Bendita 4.0"
"mamanidavid","Tue Jun 30 00:28:46 +0000 2015","RT @pablobonansea: el esta viendo la marca del jeans q le llamo la atencion😂
#CHILE2015 #CHI #CopaAmerica #CopaAmerica2015 
#MayteFlores ht…"
"g0meezaddicted","Tue Jun 30 00:28:47 +0000 2015","😂😂😂 ESTA FOTO LO ES TODO JAJAJAJ #PeruVsChile #CHONGOPERU4NO #CopaAmerica http://t.co/c9h2YT2LDv"
"AnttonioElias","Tue Jun 30 00:28:48 +0000 2015","DiarioDiez: ARRANCA el juego #Chile-#Peru por semifinales #CopaAmerica #Chile2015. ¿Cual es tu pronostico? … … … … http://t.co/hiDBkleoXy"
"Whitesmith1813","Tue Jun 30 00:28:48 +0000 2015","Pepe rojas recien esta llegando a celebrar el gol de chile xD
#ChilevsPeru #CopaAmerica"
"AnttonioElias","Tue Jun 30 00:28:49 +0000 2015","DiarioDiez: Minuto 23: #Chile y #Peru estan 0-0 en semifinales de #CopaAmerica #Chile2015. http://t.co/xg1UAXmeXq…… http://t.co/MDEe2GkHhb"
"RUISENORDELGOL","Tue Jun 30 00:28:49 +0000 2015","RT @superk800radio: #CopaAmerica 
NUEVAMENTE GUERRERO Y FARFaN!! Causa peligro esta dupla! 

38 del PT 
#Chile 0 #Peru 0 

(KA)"
"andress15","Tue Jun 30 00:28:50 +0000 2015","RT @rppdeportes: #Peru vs. #Chile: Asi fue el gol de Chile. Gol de Eduardo Vargas. #CopaAmerica #Chile2015 http://t.co/dYqfW3im5T"
"Pedrocaicedom","Tue Jun 30 00:28:50 +0000 2015","Eduardo Vargas goal was the first goal scored by #Chile in the #CopaAmerica without being assisted by any player. Bounce."
"PorcellaArizaga","Tue Jun 30 00:28:52 +0000 2015","RT @CA2015: En esta #CopaAmerica tres de las siete tarjetas rojas han sido a rivales de #Chile. Via @OptaJavier 
http://t.co/odwZKGSCfk"
"ninogil","Tue Jun 30 00:28:53 +0000 2015","RT @CA2015: En esta #CopaAmerica tres de las siete tarjetas rojas han sido a rivales de #Chile. Via @OptaJavier 
http://t.co/odwZKGSCfk"
"pablo_jack","Tue Jun 30 00:28:54 +0000 2015","SAN PAOLI #Vargas #Chile #CopaAmerica #gol http://t.co/0aIsmjERBu"
"dankai_kemari","Tue Jun 30 00:28:57 +0000 2015","【CHI 1-0 PER】 #copaamerica #Chile2015 http://t.co/LJvmq1bjYi"
"maisfutebol","Tue Jun 30 00:33:44 +0000 2015","RT @luismateus: #CopaAmericaChile2015 #CopaAmerica #CHI #PER Com as repetições o Zambrano ainda parece mais idiota..."
"doespea","Tue Jun 30 00:33:44 +0000 2015","Pizarro nooooooooooooooooooooooo!!!!!!!!!! por favor #VamosPeruCarajo #CopaAmerica #PeruVsChile"
"josueanyosa","Tue Jun 30 00:33:47 +0000 2015","¿Gallese esta invalido? Se pudo levantar y detener esa pelota que iba en camara lenta ¿no?... Yo solo digo... #chile2015 #CopaAmerica"
"espabilante","Tue Jun 30 00:33:49 +0000 2015","En el medio campo hemos perdido muchas pelotas que despues Pepe Rojas no es capaz de recuperar #Chile #CopaAmerica"
"Elcy12","Tue Jun 30 00:33:49 +0000 2015","Todos Viendo a Chile... Mi Arturito Euforico... #CopaAmerica #VamosQueSePuede #Chile2015… https://t.co/ASgNwakI0d"
"rpOliveira","Tue Jun 30 00:33:51 +0000 2015","RT @AntiqueFootball: Teofilo Cubillas en el Peru-Alemania de 1970. #CopaAmerica #PER http://t.co/AHNC6O8WwX"
"CA2015_O","Tue Jun 30 00:33:52 +0000 2015","RT @UnivisionSports: FOTO #CopaAmerica: El festejo de Vargas tras el gol que tiene a #CHI 1-0 contra #PER http://t.co/GTAr6dd7wL"
"JFHR13","Tue Jun 30 00:33:53 +0000 2015","RT @AntiqueFootball: Teofilo Cubillas en el Peru-Alemania de 1970. #CopaAmerica #PER http://t.co/AHNC6O8WwX"
"briansabalero","Tue Jun 30 00:33:55 +0000 2015","#Mates  #CopaAmerica y #Chisitos http://t.co/VuxV2izsnq"
"romel_puma","Tue Jun 30 00:33:55 +0000 2015","RT @DianaEc2: MEMES Chile VS Peru http://t.co/tk8REzQQre #CopaAmerica #Chile2015 #PeruVsChile http://t.co/dyFligaXEd"
"carruyom27","Tue Jun 30 00:33:55 +0000 2015","Vuelve #Chi a sacar ventaja como anfitrionlamentable los arbitrajes en esta #CopaAmerica el venezolano #Argote con pasaje de regreso a #Ven"
"JosiasCastilloo","Tue Jun 30 00:33:57 +0000 2015","Creo que este equipo de #PER se parece al equipo de #VEN de la #CopaAmerica pasadafue un equipo revelacion y sorpresa y lucho con todo."
"Futgol970","Tue Jun 30 00:33:57 +0000 2015","Toda la #CopaAmerica #Chile2015 lo vivis con el equipo de @Futgol970 por la @Radio970AM. http://t.co/B8IjnGBzI4"
"PRETO_eBRANCOs2","Tue Jun 30 00:33:57 +0000 2015","RT @luismateus: #CopaAmericaChile2015 #CopaAmerica #CHI #PER Claro que Aranguiz e intencional na simulação percebeu-se em velocidade norma…"
"riosmelgarejo","Tue Jun 30 00:33:59 +0000 2015","RT @CA2015: En esta #CopaAmerica tres de las siete tarjetas rojas han sido a rivales de #Chile. Via @OptaJavier 
http://t.co/odwZKGSCfk"
"Deranacu","Tue Jun 30 00:34:00 +0000 2015","Cuantas repeticiones necesitan? Mi abuelo de 87 años vio que fue offside. Cuanto le pagaron al arbitro? #ChilevsPeru #CopaAmerica"
"merma17000","Tue Jun 30 00:34:01 +0000 2015","RT @Agencia_Andina: En la #CopaAmerica tres de las siete tarjetas rojas han sido a rivales de #Chile segun @CA2015"
"Tammysweet","Tue Jun 30 00:34:01 +0000 2015","Estan picadas pe #CopaAmerica #Chile 1 #Peru 0"
"sandrapedraza14","Tue Jun 30 00:34:03 +0000 2015","RT @mundodeportivo: ¡Expulsado Zambrano! ¡Se queda con 10 Peru! #CHI 0-0 #PER EN DIRECTO http://t.co/HJAVRA2nmr #CopaAmerica"
"Sofia_Myrbeth","Tue Jun 30 00:34:03 +0000 2015","RT @AlecoMartinez: #Peru juega contra 14. Los 11 chilenos y 3 arbitros. ¡El gol fue en offside! Luego del robo a #Uruguay hoy le toca a Pe…"
"vitudoig","Tue Jun 30 00:34:06 +0000 2015","Muy pronto! Clases para el control de la ira a cargo de Zambrano #Peru #CopaAmerica #GraciasZambrano"
"mariosifuentesb","Tue Jun 30 00:34:08 +0000 2015","#CopaAmerica Insolita estadistica. Esta para charlar duramente con los muchachos. #PeruVsChile  https://t.co/migDhGEf2b"
"AimeeLeon84","Tue Jun 30 00:34:11 +0000 2015","😀Go Peru! #PER You have to win⚽️ this match against Chile. #CHI  #Chile2015 #CopaAmerica #PeruVsChile http://t.co/TqUCyLkiES"
"rubencuesta7","Tue Jun 30 00:34:11 +0000 2015","RT @VictorDavLopez: Paolo Guerrero a su bola. Que jugadorazo. #CopaAmerica #ChilevsPeru"
"izil12","Tue Jun 30 00:34:12 +0000 2015","#chilevsperu live STREAM HD
PC http://t.co/e0Tfq6b9lw 
Mobile http://t.co/iUkBtjEdov
#Chile2015 #CopaAmerica 
#Chile #Peru 
M"
"vilu72","Tue Jun 30 00:34:12 +0000 2015","RT @EnzoPedrazzini: #VamosChileCarajo #CopaAmericaChile2015 #CopaAmerica #chile #PartyChilensisFtLaRoja http://t.co/DAD97EJfYV"
"marcella_horan","Tue Jun 30 00:34:14 +0000 2015","RT @SUNdvandiest: Gooooooool de #Chile #CopaAmerica 1-0 #Peru"
"madefor10","Tue Jun 30 00:34:15 +0000 2015","RT @aishamaurtua: Vamos Peru #YoCreoEnTi #Peru #VamosConTodoPeru #ArribaPeru #CopaAmerica #YoSeQueSiSePuede ❤️⚽️"
"extremejoe4u","Tue Jun 30 00:34:15 +0000 2015","RT @ItsAbel_NotAble: THIS IS SPARTA!! #CopaAmerica #ChilevsPeru http://t.co/5MP3oTrW4C"
"izil12","Tue Jun 30 00:34:17 +0000 2015","#chilevsperu live STREAM HD
PC http://t.co/e0Tfq6b9lw 
Mobile http://t.co/iUkBtjEdov
#Chile2015 #CopaAmerica 
#Chile #Peru 
MRE"
"dxathcabr","Tue Jun 30 00:34:17 +0000 2015","RT @nandoperu: fue posicion adelantada!!!
#PERU  Chile 
#CopaAmerica
#ArribaPeru"
"LionelParedes","Tue Jun 30 00:34:18 +0000 2015","#CopaAmerica #chile2015 LA VERDAD ME DA VERGÜENZA DE LA CONMEBOL QUE ESTE TODO ARREGLADO PARA QUE CHILE LLEGUE A LA FINAL BOCHORNOSO"
"dankai_kemari","Tue Jun 30 00:34:18 +0000 2015","【CHI 1-0 PER】 #copaamerica #Chile2015 http://t.co/0uio9era8t"
"CaptReyesF","Tue Jun 30 00:34:19 +0000 2015","Inicia segundo tiempo.
#CHI 1 - #PER 0
#chile2015 
#CopaAmerica"
"anpotterica","Tue Jun 30 00:34:19 +0000 2015","Con fe 💪 #Peru #VamosPeru #PeruVsChile #CopaAmerica"
"MilanPty","Tue Jun 30 00:34:19 +0000 2015","RT @thaisilean: Cuando empezo #CopaAmerica #Chile era uno de mis favoritos pero esaayuditainjusta q han recibido me ha hecho es agarrarl…"
"Katryna_I","Tue Jun 30 00:38:29 +0000 2015","#CopaAmerica #Peru #GoTeam #dogsofinstagram #cutestfrickenguy https://t.co/LH8CmEu6Er"
"ClAgaTVOV","Tue Jun 30 00:38:29 +0000 2015","Io a Napoli non ho mai visto fare queste cose a Vargas (tra laltro gol regolare) #chile2015 #CopaGazzetta #CopaAmerica #Chile #Peru"
"ratonhemeroteca","Tue Jun 30 00:38:30 +0000 2015","#CALETA Expulsados de #Peru ante #Chile en #CopaAmerica 
1975 Raul Parraga
1979 Percy Rojas
2011 Giancarlo Carmona
2015 Carlos Zambrano"
"SicMarilyn","Tue Jun 30 00:38:31 +0000 2015","RT @mundodeportivo: ¡Gol anulado por fuera de juego a Vargas! #CHI 1-0 #PER EN DIRECTO http://t.co/HJAVRA2nmr #CopaAmerica"
"JUDACESA","Tue Jun 30 00:38:31 +0000 2015",".@CA2015 Los cambios en #CHI salen Marcelo Diaz y Miiko Albornoz entran David Pizarro y Eugenio Mena #CopaAmerica  #Chile2015"
"jacksonEstrany","Tue Jun 30 00:38:32 +0000 2015","RT @AntiqueFootball: Argentina vs Peru en 1985. #ARG #PER #CopaAmerica http://t.co/BwzrEskVa4"
"LocosDeAmore","Tue Jun 30 00:38:33 +0000 2015","RT @MajuMantilla: Vamos Peru.este segundo tiempo es nuestro. #CopaAmerica #PeruVsChile #YoSeQueSiSePuede @americatv_peru"
"AbotinadasWeb","Tue Jun 30 00:38:33 +0000 2015","Cambio en #Chile: entra David Pizarro se fue Marcelo Diaz #CopaAmerica #Semifinal #Chile2015"
"SabidoClick","Tue Jun 30 00:38:34 +0000 2015","(EN VIVO) 46’ Arranca la segunda etapa. #Chile 1-0 #Peru #CopaAmerica http://t.co/LuhdQp6dkT"
"julesnyc16","Tue Jun 30 00:38:35 +0000 2015","RT @SubahAhmed: Wouldnt be surprised if the host nation win it this year. Theyve gotten loads of help already from their 12th man. #CHI #…"
"david_acevedo_","Tue Jun 30 00:38:36 +0000 2015","RT @DeporteDirectoP: #CopaAmerica #chile2015 #Peru 0 vs 1 #Chile
#DeporteDirecto
Bandera arriba y se salva Peru de la segunda caida."
"1ndonezia","Tue Jun 30 00:38:36 +0000 2015","#chile2015 47 - Chile vs Peru (1-0) Live Stream &gt; http://t.co/I2OcKOosoO  #CopaAmerica | goal: Vargas 42; Zambrano Red Card 20"
"borjss","Tue Jun 30 00:38:37 +0000 2015","Las ayudas a Chile en esta #CopaAmerica #chile2015 estan siendo escandalosas."
"Magda_Bello","Tue Jun 30 00:38:37 +0000 2015","Nos anularon un gol por las puras csm nos han cagado con tres goles en esta #CopaAmerica 😒😒 #chi #PartyChilensisFtLaRoja"
"Alan_DLMoral","Tue Jun 30 00:38:38 +0000 2015","¡Fuera de juego de Vargas de @LaRoja! No cuentan el gol.
#CHI 1-0 #PER #CopaAmerica #Chile2015"
"desnudandola","Tue Jun 30 00:38:39 +0000 2015","UYY! Gol anulado para #Chile por posicion adelantada! #CopaAmerica #Chile2015 http://t.co/rwejxHISiB"
"Deportes_PTV","Tue Jun 30 00:38:39 +0000 2015","#FutbolResultados #CopaAmerica #CHI 1-0 #PER 50 #SEMIS1 #Chile2015"
"EstrellaOnline","Tue Jun 30 00:38:39 +0000 2015","Gol anulado de #Chile #CopaAmerica"
"elsiglodigital","Tue Jun 30 00:38:39 +0000 2015","Gol anulado de #Chile #CopaAmerica"
"BieberWantedFan","Tue Jun 30 00:38:41 +0000 2015","RT @MajuMantilla: Vamos Peru.este segundo tiempo es nuestro. #CopaAmerica #PeruVsChile #YoSeQueSiSePuede @americatv_peru"
"KellyJeritza","Tue Jun 30 00:38:42 +0000 2015","RT @rppdeportes: #Peru vs. #Chile: Arranco el segundo tiempo. #CopaAmerica #Chile2015"
"abilinis_n","Tue Jun 30 00:38:42 +0000 2015","Comiendo pizza mirando la #CopaAmerica #Chile2015"
"skrikrock","Tue Jun 30 00:38:43 +0000 2015","RT @CocaCola_CL: Con todo para estar en la final #CHI 1 vs #PER 0 #TodosSomosLaRoja #CopaAmerica http://t.co/q8CfYFwAgx"
"mo7amed7amd74","Tue Jun 30 00:38:44 +0000 2015","RT @ChrisSmalling: Vamos Peru! #ChilevsPeru #CopaAmerica http://t.co/MTzuPdrUE0"
"caindelajara","Tue Jun 30 00:38:44 +0000 2015","48 mal anulado el Golazo de Vargas estaba habilitado. #Chile 1-0 #Peru #CopaAmerica #Chile2015"
"americatv_peru","Tue Jun 30 00:38:44 +0000 2015","RT @PinkHolywood: !!Vamossss peruuu si se puedeee!! #YoCreoEnTi #Peru #VamosConTodoPeru #ArribaPeru #CopaAmerica #YoSeQueSiSePuede"
"kaosmushi","Tue Jun 30 00:38:44 +0000 2015","daisugly

#ChilevsPeru #Chile #salud #cheers #drinking #drunk #copa #copamerica #copaamerica https://t.co/0rdhfRLc83"
"Secnarfelle2","Tue Jun 30 00:38:45 +0000 2015","Vieeenee Peru! #PER vs #CHI 

#CopaAmerica"
"Hadesxxx33","Tue Jun 30 00:38:46 +0000 2015","RT @tromepe: Tuiteros critican duramente a Carlos Zambrano por expulsion
#PER 0-1 #CHI 
#CopaAmerica
http://t.co/JL5nWrcXJP"
"Lorenantonella","Tue Jun 30 00:38:46 +0000 2015","RT @mundodeportivo: ¡Gol anulado por fuera de juego a Vargas! #CHI 1-0 #PER EN DIRECTO http://t.co/HJAVRA2nmr #CopaAmerica"
"RadioDuna","Tue Jun 30 00:38:47 +0000 2015","#Chile2015 - ¿Offside?#CopaAmerica http://t.co/ESDgMKgQP1"
"leonardoriveroc","Tue Jun 30 00:38:47 +0000 2015","RT @mundodeportivo: ¡Gol anulado por fuera de juego a Vargas! #CHI 1-0 #PER EN DIRECTO http://t.co/HJAVRA2nmr #CopaAmerica"
"rmirandam","Tue Jun 30 00:38:48 +0000 2015","RT @rppdeportes: #Peru vs. #Chile: 49 Gol anulado a Eduardo Vargas. Cobraron un fuera de juego que no existio. #CopaAmerica #Chile2015"
"thperl","Tue Jun 30 00:38:48 +0000 2015","RT @mundodeportivo: ¡Gol anulado por fuera de juego a Vargas! #CHI 1-0 #PER EN DIRECTO http://t.co/HJAVRA2nmr #CopaAmerica"
"cullen8794","Tue Jun 30 00:38:49 +0000 2015","And that was definitely onside! Fuck these officials are inconsistent! #Chile #CopaAmerica"
"DeChalaca","Tue Jun 30 00:38:50 +0000 2015","RT @ratonhemeroteca: #CALETA Expulsados de #Peru ante #Chile en #CopaAmerica 
1975 Raul Parraga
1979 Percy Rojas
2011 Giancarlo Carmona
201…"
"StoesselPeruMuz","Tue Jun 30 00:38:51 +0000 2015","RT @lorelorena19: Dos opciones veo posibles🔮. Si nos meten gol se acabo la historia de #Peru en la #CopaAmerica pero si empatamos vamos a…"
"lourdescarter14","Tue Jun 30 00:38:51 +0000 2015","RT @CA2015: En esta #CopaAmerica tres de las siete tarjetas rojas han sido a rivales de #Chile. Via @OptaJavier 
http://t.co/odwZKGSCfk"
"THEHANGERSHOP","Tue Jun 30 00:38:52 +0000 2015","Vamos Peru!!!!!  #CopaAmerica #PeruVsChile #todaviasepuede"
"SugarRob","Tue Jun 30 00:38:52 +0000 2015","Looked onside to me. #ChilevsPeru #CopaAmerica"
"FlorTrautman","Tue Jun 30 00:38:53 +0000 2015","RT @Coco_Lamela: Mateando con los pibes ... un saludo a todos 👍👍 
#argentina #seleccion #copaamerica #chile2015  ⚽20⚽ http://t.co/1qEWX56hru"
"Virus1979C","Tue Jun 30 00:38:53 +0000 2015","Era buono il gol di vargas. #chileperu #CopaAmerica"
"Teodissa","Tue Jun 30 00:38:55 +0000 2015","Vamos #Chile a hacer mas golesque con eso se gana.Los demas que hablen lo que quieran producto se su Xenofobia hacia nosotros #CopaAmerica"
"Daniela_Aks","Tue Jun 30 00:38:55 +0000 2015","RT @terrape: Gol anulado a Vargas por posicion adelantada
#Chi 1 - 0 #Per #CopaAmerica #TerraEnLaCopa
==&gt; http://t.co/XU6sGDWmjn"
"EstoEsImperio","Tue Jun 30 00:38:55 +0000 2015","49. Gol ANULADO a #CHI por fuera de juego de Edu Vargas.

#Chile 1-0 #Peru
#CopaAmerica #Chile2015
#ChilevsPeru"
"CompendioDeport","Tue Jun 30 00:38:55 +0000 2015","#CopaAmerica | #CHI 1-0 #PER | Min: 49 | Gol mal anulado a Eduardo Vargas quien en esta oportunidad SI se encontraba en posicion legal."
"PowerPollito","Tue Jun 30 00:38:55 +0000 2015","Aceptemoslo si #Chile no fuera tan malo ahora estaria goleando a #Peru por un marcador abultadisimo. #CopaAmerica #Chile2015 #antifutbol"
"1ndonezia","Tue Jun 30 00:38:56 +0000 2015","#chile2015 48 - Chile vs Peru (1-0) Live Stream &gt; http://t.co/gRxay9B10r  #CopaAmerica | goal: Vargas 42; Red Card: Zambrano 20"
"bejabi","Tue Jun 30 00:38:56 +0000 2015","Gol bonito pero cobran mal #CopaAmerica #Chile2015"
"canalN_","Tue Jun 30 00:38:57 +0000 2015","#CopaAmerica: Cambio en Chile entro David Pizarro en reemplazo de Miiko Albornoz #PeruVsChile http://t.co/xqWoeDOgrG http://t.co/atBZiivJ1f"
"leongonzalbes","Tue Jun 30 00:38:57 +0000 2015","RT @VarskySports: #CopaAmerica El video del gol de Vargas para el parcial #CHI 1 - #PER 0 http://t.co/Jv4e7dnnjh #goles"
"nikosav18","Tue Jun 30 00:38:58 +0000 2015","Bueno.. El primer gol segun yo si estaba adelantado charles.. Una con otra.. #VamosChileCarajo #ChilevsPeru #chile2015 #CopaAmerica"
"ChechoFotografo","Tue Jun 30 00:38:59 +0000 2015","Otro robo mas en la #CopaAmerica #Chile2015 #SomosChile #Chile v #Peru"
"DiariodeCA","Tue Jun 30 00:39:01 +0000 2015","RT @MaxSPerez_GT: Dos cambios en la roja:
Ingresan David Pizarro y Eugenio mena en sustitucion de Albrnoz y Diaz.
#CopaAmerica #Chile2015"
"angeeliqaaa","Tue Jun 30 00:39:02 +0000 2015","RT @Carlablackmont: #YoSeQueSiSePuede #VamosConTodoPeru #VamosPeru #CopaAmerica #CopaAmericaChile2015 #CopaAmericaENVIVO #Peru  2do tiempo!…"
"leonromu","Tue Jun 30 00:43:20 +0000 2015","Tres goles mal anulados a Chile #VamosChileCTM #CopaAmerica 2 con #mex y ahora uno con #per vamos mierda #chi"
"luqui_mar","Tue Jun 30 00:43:21 +0000 2015","RT @VarskySports: GOL DE #CHI! Vargas con suspenso pone el 1-0 vs #PER #CopaAmerica"
"Pablo_FarFan_","Tue Jun 30 00:43:22 +0000 2015","aun creo que peru puede remontar! #CopaAmerica #chile2015"
"RPPNoticias","Tue Jun 30 00:43:23 +0000 2015","RT @rppdeportes: #Peru vs. #Chile: 54 Cabezazo de Farfan. Contiene Bravo. #CopaAmerica #Chile2015"
"Daniela_Aks","Tue Jun 30 00:43:23 +0000 2015","RT @terrape: 8 Cabezazo de Farfan que controla Bravo
#CHI 1 - 0 #PER #CopaAmerica #TerraEnLaCopa
==&gt; http://t.co/XU6sGDWmjn"
"milislex","Tue Jun 30 00:43:23 +0000 2015","El que gane se queda con el #Pisco #Chile #Peru #PeruVsChile #CopaAmerica"
"millaray42","Tue Jun 30 00:43:25 +0000 2015","RT @juventusfces: Continua el sueño #CopaAmerica para @kingarturo23 en busca de la final. ¡Suerte Guerrero suerte @LaRoja! #CHIPER http:/…"
"DeporteDirectoP","Tue Jun 30 00:43:27 +0000 2015","#CopaAmerica #chile2015 #Peru 0 vs 1 #Chile
#DeporteDirecto
Armo un buen ataque Peru termino con el centro de Advincula y cabecea Farfan."
"aletto75","Tue Jun 30 00:43:30 +0000 2015","#Chile o #Peru #CopaAmerica que momento.... 😨"
"MarParaBolivia_","Tue Jun 30 00:43:31 +0000 2015","A proposito del partido de esta hora #MarParaBolivia

#VamosPeru 
#VamosChileCarajo
#PeruVsChile
#CopaAmerica
#Peru http://t.co/M457mqfhxN"
"Alleriim","Tue Jun 30 00:43:31 +0000 2015","Mientras tanto #Tottus 
#PeruVsChile #Peru #Chile #CopaAmerica http://t.co/DheG8RlJQ9"
"el_tUCen","Tue Jun 30 00:43:32 +0000 2015","La @andreita_peace sobre la comilona de  Alexis: hace tanta previa q se queda dormido #aplausos #CopaAmerica #Chile2015"
"1ndonezia","Tue Jun 30 00:43:33 +0000 2015","#chile2015 53 - Chile vs Peru (1-0) Live Stream &gt; http://t.co/gRxay9B10r  #CopaAmerica | goal: Vargas 42; Red Card: Zambrano 20"
"jeanpierrenivar","Tue Jun 30 00:43:35 +0000 2015","RT @AngelaMilanese: #Vidal wasnt even carded for that. But #Zambrano was. #Chile2015 #CHIPER #CopaAmerica2015 #CopaAmerica #CHI #PER 
 htt…"
"baggio_mario","Tue Jun 30 00:43:35 +0000 2015","RT @delinquentweet: Gary Medel il Pitbull condottiero di un popolo intero che sogna la finale #CopaAmerica  #CopaGazzetta  #chile2015 htt…"
"Emol","Tue Jun 30 00:43:37 +0000 2015","Jorge Valdivia es lider en #CopaAmerica con 33 ocasiones generadas por partido. Hoy vs. #PER lleva dos. http://t.co/GR9Uji0KZC"
"Xinhua9","Tue Jun 30 00:43:38 +0000 2015","#Chile2015 #Vargas de #Chile festeja gol ante #Peru en Semifinales #CopaAmerica en Santiago (Xinhua/@Peterpunk1976) http://t.co/S5zIYfWp2t"
"CdelAstillero","Tue Jun 30 00:43:38 +0000 2015","(EN VIVO) 54’ ¡POR POQUITO! Farfan de cabeza y se pierde el empate. #Chile 1-0 #Peru #CopaAmerica http://t.co/eKCMtBU3s3"
"Cokelo","Tue Jun 30 00:43:39 +0000 2015","Es hora de que entre Matias #Chile #Chile2015 #CopaAmericaChile2015 #CopaAmerica"
"CriticaPa","Tue Jun 30 00:43:39 +0000 2015","Cabezazo del peruano Farfan que tapa el arquero chileno. Minuto 53: #CHI 1-0 #PER #CopaAmerica"
"miguelnombela","Tue Jun 30 00:43:41 +0000 2015","Advincula una vez mas haciendo un buen partido con #Peru atras y subiendo ahora centro bien remato Farfan de nuevo #CopaAmerica #Chile2015"
"KevinhazZ","Tue Jun 30 00:43:42 +0000 2015","Alexis es un jugadorazo cuando empieze a soltar la pelota sera Top #CHI vs #PER #CopaAmerica"
